CourseID,Month,Enrollment_Count_monthly,Course_Revenue_monthly,Past_Enrollment_Count,Past_Average_Revenue,Revenue_Per_Enrollment_monthly,Enrollment_Count_course,Course_Revenue_course,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,Avg_Teacher_Experience,Avg_Teacher_Rating,Number_of_Teachers,Price_Band,Duration_Bucket,Rating_Tier,Experience_Bucket,CourseLevel_Encoded,Teacher_Rating_Score,Expertise_Match_Score,Revenue_Per_Enrollment_course
CR00010,2025-03,13,0.0,9.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-04,20,0.0,13.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-05,14,0.0,20.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-06,19,0.0,14.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-07,17,0.0,19.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-08,9,0.0,17.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-09,17,0.0,9.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-10,10,0.0,17.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-11,23,0.0,10.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00010,2025-12,17,0.0,23.0,0.0,0.0,180,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,7.888888888888889,3.1744444444444446,18,Free,Short,High,Medium Experience,2,3.1744444444444446,0.2222222222222222,0.0
CR00011,2025-01,14,4564.28,,,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-02,14,4564.28,14.0,4564.28,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-03,9,2934.18,14.0,4564.28,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-04,16,5216.32,9.0,4020.9133333333334,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-05,11,3586.22,16.0,4319.764999999999,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-06,11,3586.22,11.0,4173.056,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-07,18,5868.36,11.0,4075.25,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-08,6,1956.12,18.0,4331.408571428571,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-09,12,3912.24,6.0,4034.4975,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-10,16,5216.32,12.0,4020.9133333333334,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-11,12,3912.24,16.0,4140.454,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00011,2025-12,12,3912.24,12.0,4119.7072727272725,326.02,151,49229.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,9.3125,3.9056249999999997,16,High,Short,Medium,Medium Experience,1,3.9056249999999997,0.125,326.02
CR00012,2025-01,20,9758.4,,,487.91999999999996,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-02,10,4879.2,20.0,9758.4,487.91999999999996,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-03,21,10246.32,10.0,7318.799999999999,487.91999999999996,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-04,15,7318.8,21.0,8294.64,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-05,6,2927.52,15.0,8050.679999999999,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-06,14,6830.88,6.0,7026.048,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-07,18,8782.56,14.0,6993.5199999999995,487.91999999999996,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-08,11,5367.12,18.0,7249.097142857143,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-09,15,7318.8,11.0,7013.849999999999,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-10,20,9758.4,15.0,7047.733333333334,487.91999999999996,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-11,11,5367.12,20.0,7318.8,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00012,2025-12,12,5855.04,11.0,7141.374545454545,487.92,173,84410.16,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,9.555555555555555,3.8855555555555554,18,High,Medium,Medium,Medium Experience,2,3.8855555555555554,0.1111111111111111,487.92
CR00013,2025-01,20,0.0,,,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-02,12,0.0,20.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-03,23,0.0,12.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-04,18,0.0,23.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-05,10,0.0,18.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-06,13,0.0,10.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-07,14,0.0,13.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-08,12,0.0,14.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-09,9,0.0,12.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-10,10,0.0,9.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-11,14,0.0,10.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00013,2025-12,15,0.0,14.0,0.0,0.0,170,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,9.15,3.8954999999999993,20,Free,Short,Low,Medium Experience,2,3.8954999999999993,0.1,0.0
CR00014,2025-01,15,0.0,,,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-02,14,0.0,15.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-03,17,0.0,14.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-04,12,0.0,17.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-05,14,0.0,12.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-06,15,0.0,14.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-07,8,0.0,15.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-08,14,0.0,8.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-09,18,0.0,14.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-10,16,0.0,18.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-11,21,0.0,16.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00014,2025-12,7,0.0,21.0,0.0,0.0,171,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,8.777777777777779,3.8666666666666663,18,Free,Medium,Medium,Medium Experience,2,3.8666666666666663,0.1111111111111111,0.0
CR00015,2025-01,13,3705.65,,,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-02,11,3135.55,13.0,3705.65,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-03,11,3135.55,11.0,3420.6000000000004,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-04,16,4560.8,11.0,3325.5833333333335,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-05,14,3990.7000000000003,16.0,3634.3875000000003,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-06,19,5415.95,14.0,3705.65,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-07,13,3705.65,19.0,3990.7000000000003,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-08,10,2850.5,13.0,3949.9785714285717,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-09,18,5130.900000000001,10.0,3812.5437500000003,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-10,13,3705.65,18.0,3959.027777777778,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-11,13,3705.65,13.0,3933.69,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00015,2025-12,17,4845.85,13.0,3912.959090909091,285.05,168,47888.4,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,10.0,3.877368421052631,19,High,Medium,Low,Medium Experience,0,3.877368421052631,0.10526315789473684,285.05
CR00016,2025-01,13,0.0,,,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-02,15,0.0,13.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-03,9,0.0,15.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-04,9,0.0,9.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-05,7,0.0,9.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-06,11,0.0,7.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-07,15,0.0,11.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-08,16,0.0,15.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-09,14,0.0,16.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-10,15,0.0,14.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-11,21,0.0,15.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00016,2025-12,8,0.0,21.0,0.0,0.0,153,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,5.366666666666666,2.6653333333333338,30,Free,Long,High,Medium Experience,1,2.6653333333333338,0.03333333333333333,0.0
CR00017,2025-01,15,0.0,,,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-02,17,0.0,15.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-03,11,0.0,17.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-04,11,0.0,11.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-05,7,0.0,11.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-06,16,0.0,7.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-07,8,0.0,16.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-08,18,0.0,8.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-09,18,0.0,18.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-10,10,0.0,18.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-11,14,0.0,10.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00017,2025-12,13,0.0,14.0,0.0,0.0,158,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,6.357142857142857,2.821785714285715,28,Free,Medium,High,Medium Experience,2,2.821785714285715,0.03571428571428571,0.0
CR00018,2025-01,12,0.0,,,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-02,8,0.0,12.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-03,12,0.0,8.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-04,17,0.0,12.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-05,15,0.0,17.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-06,17,0.0,15.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-07,13,0.0,17.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-08,16,0.0,13.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-09,13,0.0,16.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-10,15,0.0,13.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-11,14,0.0,15.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00018,2025-12,11,0.0,14.0,0.0,0.0,163,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,6.107142857142857,2.8267857142857147,28,Free,Short,Low,Medium Experience,2,2.8267857142857147,0.03571428571428571,0.0
CR00019,2025-01,15,0.0,,,0.0,177,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,6.107142857142857,2.7471428571428573,28,Free,Medium,Medium,Medium Experience,2,2.7471428571428573,0.03571428571428571,0.0
CR00019,2025-02,9,0.0,15.0,0.0,0.0,177,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,6.107142857142857,2.7471428571428573,28,Free,Medium,Medium,Medium Experience,2,2.7471428571428573,0.03571428571428571,0.0
CR00019,2025-03,15,0.0,9.0,0.0,0.0,177,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,6.107142857142857,2.7471428571428573,28,Free,Medium,Medium,Medium Experience,2,2.7471428571428573,0.03571428571428571,0.0
CR00019,2025-04,13,0.0,15.0,0.0,0.0,177,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,6.107142857142857,2.7471428571428573,28,Free,Medium,Medium,Medium Experience,2,2.7471428571428573,0.03571428571428571,0.0
